10.0
12.1
15.0
20.0
22.1
24.9
27.4
30.1
33.2
34.8
37.4
39.2
40.2
43.2
45.3
47.5
49.9
51.1
56.2
61.9
75.0
80.6
90.9
100
121
133
150
182
200
215
221
232
243
249
274
301
316
332
348
392
402
422
432
475
499
511
523
562
681
732
750
806
825
909
10000
10500
11000
12100
12400
12700
14000
15000
15400
16900
18200
20000
21500
22100
23200
23700
24900
26100
27400
28700
29400
30100
30900
31600
32400
33200
34800
36500
39200
40200
43200
46400
47500
49900
51100
52300
53600
56200
60400
61900
62000
63400
68100
69800
75000
76800
78700
80600
82000
82500
88000
88700
90900
91000
93100
10000
10500
10700
11300
12100
13000
13300
15000
16000
17400
17800
18000
18200
19600
20000
22000
22100
22600
23200
24000
24900
25500
26700
27000
27400
28700
30000
30100
30900
32400
33000
33200
34800
38300
39200
41200
42200
43200
46400
47500
49900
51100
52300
54900
56200
57600
66500
68100
69800
71500
75000
80600
84500
90900
97600
100000
105000
110000
121000
124000
150000
158000
182000
200000
221000
226000
249000
267000
274000
301000
348000
360000
390000
402000
430000
432000
470000
475000
499000
511000
560000
562000
620000
750000
806000
820000
909000
910000
1000000
