raw, buffer, Vout, R2
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
74, 536874432, 536870912, 1076473081
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
71, 536874432, -2147483648, 1076549718
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
70, 536874432, 536870912, 1076576724
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
72, 536874432, 536870912, 1076523463
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
70, 536874432, 536870912, 1076576724
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
74, 536874432, 536870912, 1076473081
71, 536874432, -2147483648, 1076549718
74, 536874432, 536870912, 1076473081
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
72, 536874432, 536870912, 1076523463
73, 536874432, 0, 1076497927
74, 536874432, 536870912, 1076473081
70, 536874432, 536870912, 1076576724
71, 536874432, -2147483648, 1076549718
74, 536874432, 536870912, 1076473081
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
71, 536874432, -2147483648, 1076549718
73, 536874432, 0, 1076497927
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
2, 536874432, 0, 1082126336
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
1, 536874432, 0, 1083176960
